0.9382554258342916		SimpleArgument(Hardware Store,List([35, 49)))	Relation(Located in,List([50, 57), [58, 60)))	SpatialArgument(Huntington,List([61, 71)))	Juergens Do-It Best Hardware is a Locally Owned Fourth Generation Full Service Paint and Hardware Store Located in Huntington, Indiana.
0.9497777438478693		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Computer Paint Matching , Re-Keying Lock - sets , Pond Chemicals , Propane Filling,List([93, 181)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Computer Paint Matching , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Canning to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 249)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Computer Paint Matching , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Tool & Equipment to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 258)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.902318928242591		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing Color Computer Paint Matching to,List([78, 90), [93, 122), [200, 202)))	SimpleArgument(Store,List([203, 208)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9142952315801535		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing Color Computer Paint Matching , Re-Keying Lock - sets , Pool , Propane Filling to,List([78, 90), [93, 171), [182, 184)))	SimpleArgument(Store on Any of the Over 70,000 items in Our Warehouse,List([185, 239)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9497777438478693		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Computer Paint Matching , Re-Keying Lock - sets , Pool , Propane Filling,List([93, 171)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9218288056436976		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Computer Paint Matching,List([93, 122)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9497777438478693		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Computer Paint Matching , Re-Keying Lock - sets , Pool , Propane Filling ( Tool & Equipment,List([93, 190)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.38089450366724514		SimpleArgument(Paint Matching,List([108, 122)))	Relation([is] Computer [of],List([99, 107)))	SimpleArgument(Color,List([93, 98)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9245575704762903		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing Color Computer Paint Matching , Re-Keying Lock - sets to,List([78, 90), [93, 146), [190, 192)))	SimpleArgument(Store,List([193, 198)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9218288056436976		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Computer Paint Matching , Re-Keying Lock - sets,List([93, 146)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.8780037064600699		SimpleArgument(The Juergens Family,List([11, 30)))	Relation(has Delivered Quality Service Since,List([0, 5), [31, 52), [53, 60)))	TemporalArgument(1946,List([6, 10)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9569065201547587		SimpleArgument(The Juergens Family,List([11, 30)))	Relation(has,List([31, 34)))	SimpleArgument(Delivered Quality Service,List([35, 60)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9382554258342916		SimpleArgument(Helen Juergens,List([0, 14)))	Relation(started Juergens Used Furniture in,List([15, 22), [23, 46), [47, 49)))	TemporalArgument(1946 in downtown Huntington,List([50, 77)))	Harold and Helen Juergens started Juergens Used Furniture in 1946 in downtown Huntington, Indiana.
0.9382554258342916		SimpleArgument(Helen Juergens,List([0, 14)))	Relation(started,List([15, 22)))	SimpleArgument(Juergens Used Furniture,List([23, 46)))	Harold and Helen Juergens started Juergens Used Furniture in 1946 in downtown Huntington, Indiana.
0.9324144673478683		SimpleArgument(Harold,List([0, 6)))	Relation(started Juergens Used Furniture in,List([7, 14), [15, 38), [39, 41)))	TemporalArgument(1946 in downtown Huntington,List([42, 69)))	Harold and Helen Juergens started Juergens Used Furniture in 1946 in downtown Huntington, Indiana.
0.9324144673478683		SimpleArgument(Harold,List([0, 6)))	Relation(started,List([7, 14)))	SimpleArgument(Juergens Used Furniture,List([15, 38)))	Harold and Helen Juergens started Juergens Used Furniture in 1946 in downtown Huntington, Indiana.
0.8557456177405949		SimpleArgument(Harold,List([10, 16)))	Relation(even washed blinds In,List([0, 63), [64, 70), [71, 77)))	TemporalArgument(1950,List([3, 7)))	In 1950, Harold, known as 'The Color Blind Man', sold paint, wallpaper, Venetian blinds and also repaired and even washed blinds.
0.9064683704715875		SimpleArgument(Harold,List([10, 16)))	Relation(even washed,List([59, 70)))	SimpleArgument(blinds,List([71, 77)))	In 1950, Harold, known as 'The Color Blind Man', sold paint, wallpaper, Venetian blinds and also repaired and even washed blinds.
0.8557456177405949		SimpleArgument(Harold,List([10, 16)))	Relation(also repaired In,List([0, 58), [59, 67)))	TemporalArgument(1950,List([3, 7)))	In 1950, Harold, known as 'The Color Blind Man', sold paint, wallpaper, Venetian blinds and also repaired and even washed blinds.
0.8557456177405949		SimpleArgument(Venetian,List([79, 87)))	Relation(blinds In,List([0, 2), [88, 94)))	SpatialArgument(1950,List([3, 7)))	In 1950, Harold, known as 'The Color Blind Man', sold paint, wallpaper, Venetian blinds and also repaired and even washed blinds.
0.9449993708870406		SimpleArgument(The Color Blind Man,List([30, 49)))	Relation(sold,List([54, 58)))	SimpleArgument(paint , wallpaper,List([59, 76)))	In 1950, Harold, known as 'The Color Blind Man', sold paint, wallpaper, Venetian blinds and also repaired and even washed blinds.
0.9210233335200773		SimpleArgument(Harold,List([10, 16)))	Relation(known as,List([19, 24), [25, 27)))	SimpleArgument(' The Color Blind Man,List([28, 49)))	In 1950, Harold, known as 'The Color Blind Man', sold paint, wallpaper, Venetian blinds and also repaired and even washed blinds.
0.8557456177405949		SimpleArgument(Wallpaper,List([10, 19)))	Relation(relocated into the newly built Huntington Plaza Shopping Center In,List([0, 2), [22, 78), [79, 85)))	TemporalArgument(1962,List([3, 7)))	In 1962, Juergens Paint and Wallpaper, relocated into the newly built Huntington Plaza Shopping Center.
0.9210233335200773		SimpleArgument(Wallpaper,List([10, 19)))	Relation(relocated into,List([22, 31), [32, 36)))	SimpleArgument(the newly built Huntington Plaza Shopping Center,List([37, 85)))	In 1962, Juergens Paint and Wallpaper, relocated into the newly built Huntington Plaza Shopping Center.
0.8672693270989391		SimpleArgument(Juergens Paint,List([10, 24)))	Relation(relocated into the newly built Huntington Plaza Shopping Center In,List([0, 2), [27, 83), [84, 90)))	TemporalArgument(1962,List([3, 7)))	In 1962, Juergens Paint and Wallpaper, relocated into the newly built Huntington Plaza Shopping Center.
0.9277724913494431		SimpleArgument(Juergens Paint,List([10, 24)))	Relation(relocated into,List([27, 36), [37, 41)))	SimpleArgument(the newly built Huntington Plaza Shopping Center,List([42, 90)))	In 1962, Juergens Paint and Wallpaper, relocated into the newly built Huntington Plaza Shopping Center.
0.8557456177405949		SimpleArgument(Harold,List([10, 16)))	Relation(became an HWI dealer In,List([0, 2), [17, 30), [31, 37)))	TemporalArgument(1964,List([3, 7)))	In 1964, Harold Juergens purchased Nave Hardware, a local hardware store, and became an HWI dealer.
0.9324144673478683		SimpleArgument(Harold,List([10, 16)))	Relation(became,List([17, 23)))	SimpleArgument(an HWI dealer,List([24, 37)))	In 1964, Harold Juergens purchased Nave Hardware, a local hardware store, and became an HWI dealer.
0.8672693270989391		SimpleArgument(Harold Juergens,List([10, 25)))	Relation(purchased Nave Hardware In,List([0, 2), [26, 40), [41, 49)))	TemporalArgument(1964,List([3, 7)))	In 1964, Harold Juergens purchased Nave Hardware, a local hardware store, and became an HWI dealer.
0.9382554258342916		SimpleArgument(Harold Juergens,List([10, 25)))	Relation(purchased,List([26, 35)))	SimpleArgument(Nave Hardware,List([36, 49)))	In 1964, Harold Juergens purchased Nave Hardware, a local hardware store, and became an HWI dealer.
0.886695286966665		SimpleArgument(Nancy,List([12, 17)))	Relation([is] son [of],List([6, 9)))	SimpleArgument(theirs,List([0, 5)))	In 1971, Herald and Helen retired, and their son and daughter-in-law, George and Nancy purchased the store.
0.9197759696552441		SimpleArgument(Nancy,List([12, 17)))	Relation(purchased,List([18, 27)))	SimpleArgument(the store,List([28, 37)))	In 1971, Herald and Helen retired, and their son and daughter-in-law, George and Nancy purchased the store.
0.886695286966665		SimpleArgument(George,List([12, 18)))	Relation([is] son [of],List([6, 9)))	SimpleArgument(theirs,List([0, 5)))	In 1971, Herald and Helen retired, and their son and daughter-in-law, George and Nancy purchased the store.
0.9197759696552441		SimpleArgument(George,List([12, 18)))	Relation(purchased,List([19, 28)))	SimpleArgument(the store,List([29, 38)))	In 1971, Herald and Helen retired, and their son and daughter-in-law, George and Nancy purchased the store.
0.8557456177405949		SimpleArgument(Helen,List([10, 15)))	Relation(retired In,List([0, 2), [16, 23)))	TemporalArgument(1971,List([3, 7)))	In 1971, Herald and Helen retired, and their son and daughter-in-law, George and Nancy purchased the store.
0.8557456177405949		SimpleArgument(Herald,List([10, 16)))	Relation(retired In,List([0, 2), [17, 24)))	TemporalArgument(1971,List([3, 7)))	In 1971, Herald and Helen retired, and their son and daughter-in-law, George and Nancy purchased the store.
0.8557456177405949		SimpleArgument(Juergens,List([10, 18)))	Relation(became a Do - It Center In,List([0, 2), [19, 35), [36, 42)))	TemporalArgument(1988,List([3, 7)))	In 1988, Juergens Paint & Hardware remolded and became a Do-It Center, changing the name to Juergens Do-It Center.
0.9324144673478683		SimpleArgument(Juergens,List([10, 18)))	Relation(became,List([19, 25)))	SimpleArgument(a Do - It Center,List([26, 42)))	In 1988, Juergens Paint & Hardware remolded and became a Do-It Center, changing the name to Juergens Do-It Center.
0.8879820886958647		SimpleArgument(Juergens Paint & Hardware,List([10, 35)))	Relation(remolded In,List([0, 2), [36, 44)))	TemporalArgument(1988,List([3, 7)))	In 1988, Juergens Paint & Hardware remolded and became a Do-It Center, changing the name to Juergens Do-It Center.
0.38089450366724514		SimpleArgument(Dan,List([23, 26)))	Relation([is] son [of],List([19, 22)))	SimpleArgument(Nancy,List([10, 15)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.8552790853252988	Context(Nancy 's son started,List([10, 34)))	SimpleArgument(Nancy 's son,List([10, 22)))	Relation(started working at,List([27, 34), [35, 42), [53, 55)))	SpatialArgument(the store,List([56, 65)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.9005148831055199	Context(Nancy 's son started,List([10, 34)))	SimpleArgument(Nancy 's son,List([10, 22)))	Relation(started working,List([27, 34), [35, 42)))	TemporalArgument(full time,List([43, 52)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.8471080815322785		SimpleArgument(Nancy 's son,List([10, 22)))	Relation(started working full time at the store In,List([0, 2), [27, 59), [60, 65)))	TemporalArgument(1990,List([3, 7)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.9005148831055199		SimpleArgument(Nancy 's son,List([10, 22)))	Relation(started,List([27, 34)))	SimpleArgument(working full time at the store,List([35, 65)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.852130044887511	Context(George started,List([10, 24)))	SimpleArgument(George,List([10, 16)))	Relation(started working at,List([17, 24), [25, 32), [43, 45)))	SpatialArgument(the store,List([46, 55)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.8982330273114404	Context(George started,List([10, 24)))	SimpleArgument(George,List([10, 16)))	Relation(started working,List([17, 24), [25, 32)))	TemporalArgument(full time,List([33, 42)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.8203663862060957		SimpleArgument(George,List([10, 16)))	Relation(started working full time at the store In,List([0, 2), [17, 49), [50, 55)))	TemporalArgument(1990,List([3, 7)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.8982330273114404		SimpleArgument(George,List([10, 16)))	Relation(started,List([17, 24)))	SimpleArgument(working full time at the store,List([25, 55)))	In 1990, George and Nancy's son Dan started working full time at the store.
0.6061299386435528		SimpleArgument(In 1997, Juergens Do-it Center,List([0, 30)))	Relation(built a free standing store at,List([32, 37), [38, 59), [61, 63)))	SpatialArgument(its current location on North Jefferson Street,List([64, 110)))	In 1997, Juergens Do-it Center, built a free standing store, at its current location on North Jefferson Street.
0.7830189156102139		SimpleArgument(In 1997, Juergens Do-it Center,List([0, 30)))	Relation(built,List([32, 37)))	SimpleArgument(a free standing store,List([38, 59)))	In 1997, Juergens Do-it Center, built a free standing store, at its current location on North Jefferson Street.
0.38089450366724514		SimpleArgument(Gina,List([21, 25)))	Relation([is] wife [of],List([15, 19)))	SimpleArgument(Dan,List([9, 12)))	In 2001, Dan's wife, Gina, began working in the store full time.
0.8829656423889405	Context(Dan 's wife began,List([9, 32)))	SimpleArgument(Dan's wife,List([9, 19)))	Relation(began working,List([27, 32), [33, 40)))	TemporalArgument(full time,List([54, 63)))	In 2001, Dan's wife, Gina, began working in the store full time.
0.9005148831055199	Context(Dan 's wife began,List([9, 32)))	SimpleArgument(Dan's wife,List([9, 19)))	Relation(began working in,List([27, 32), [33, 40), [41, 43)))	SpatialArgument(the store,List([44, 53)))	In 2001, Dan's wife, Gina, began working in the store full time.
0.8471080815322785		SimpleArgument(Dan's wife,List([9, 19)))	Relation(began working in the store full time In,List([0, 2), [27, 58), [59, 63)))	TemporalArgument(2001,List([3, 7)))	In 2001, Dan's wife, Gina, began working in the store full time.
0.9005148831055199		SimpleArgument(Dan's wife,List([9, 19)))	Relation(began,List([27, 32)))	SimpleArgument(working in the store full time,List([33, 63)))	In 2001, Dan's wife, Gina, began working in the store full time.
0.38089450366724514		SimpleArgument(Brandon,List([22, 29)))	Relation([is] son [of],List([18, 21)))	SimpleArgument(Gina,List([10, 14)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
0.8829656423889405	Context(Gina 's son began,List([10, 35)))	SimpleArgument(Gina 's son,List([10, 21)))	Relation(began working,List([30, 35), [36, 43)))	TemporalArgument(full - time,List([57, 68)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
0.9005148831055199	Context(Gina 's son began,List([10, 35)))	SimpleArgument(Gina 's son,List([10, 21)))	Relation(began working in,List([30, 35), [36, 43), [44, 46)))	SpatialArgument(the store,List([47, 56)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
0.8471080815322785		SimpleArgument(Gina 's son,List([10, 21)))	Relation(began working in the store full - time In,List([0, 2), [30, 63), [64, 68)))	TemporalArgument(2015,List([3, 7)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
0.9005148831055199		SimpleArgument(Gina 's son,List([10, 21)))	Relation(began,List([30, 35)))	SimpleArgument(working in the store full - time,List([36, 68)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
0.7910581449595752	Context(Dan began,List([10, 19)))	SimpleArgument(Dan,List([10, 13)))	Relation(began working,List([14, 19), [20, 27)))	TemporalArgument(full - time,List([41, 52)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
0.8195727266148489	Context(Dan began,List([10, 19)))	SimpleArgument(Dan,List([10, 13)))	Relation(began working in,List([14, 19), [20, 27), [28, 30)))	SpatialArgument(the store,List([31, 40)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
0.7015193137725686		SimpleArgument(Dan,List([10, 13)))	Relation(began working in the store full - time In,List([0, 2), [14, 47), [48, 52)))	TemporalArgument(2015,List([3, 7)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
0.8195727266148489		SimpleArgument(Dan,List([10, 13)))	Relation(began,List([14, 19)))	SimpleArgument(working in the store full - time,List([20, 52)))	In 2015, Dan and Gina's son Brandon began working in the store full-time.
